mode,dataset,feature_set,task_mode,diagnostic_only,not_strict_split_safe,not_for_model_selection,scaler_fit_scope,rows,status,skip_reason,n_splits,accuracy_mean,accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,feature_dimension,knn_params
notebook_exact_split_safe,all_train_datasets,notebook_exact_44,3class_notebook_cv,False,False,False,inside_sklearn_pipeline_cv_train_folds_only,58510,ok,,5,0.5786190394804308,0.0033911937978822284,0.5710528843041812,0.0037390790238605656,0.5526896398548689,0.003929709403446887,0.5553377170531761,0.004122921180422396,0.5705029982516259,0.00371194353018726,44,"{""requested_n_neighbors"": 5, ""effective_n_neighbors"": 5, ""weights"": ""uniform"", ""metric"": ""minkowski"", ""p"": 2}"
notebook_exact_split_safe,all_train_datasets,notebook_exact_44,7class_strict_cv,False,False,False,inside_sklearn_pipeline_cv_train_folds_only,58510,ok,,5,0.48637839685523837,0.0047740786953321184,0.4703972892462237,0.008190999812522207,0.4257322655106767,0.005342299942958221,0.441192482855695,0.0063146744502373614,0.47509953926372495,0.004705126860395646,44,"{""requested_n_neighbors"": 5, ""effective_n_neighbors"": 5, ""weights"": ""uniform"", ""metric"": ""minkowski"", ""p"": 2}"
